Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B2160,OncoDrug_B,Line_3,M3,6,123.98,72,Low,Critical,0.74,Controlled_Adjustment,Night,55.12,3.57,19.98,9996.9,12277.94,14/01/2024 08:00
B2161,OncoDrug_B,Line_3,M5,6,212.57,129,Medium,Standard,0.56,Stable,Evening,49.57,3.17,18.08,23437.71,25275.93,14/01/2024 10:00
B2162,OncoDrug_C,Line_3,M3,3,138.12,119,Low,Strict,0.5,Minor_Fluctuation,Night,58.02,2.32,16.38,11705.33,13059.13,14/01/2024 12:00
B2163,OncoDrug_A,Line_4,M3,4,108.28,71,High,Strict,0.44,Stable,Evening,34.03,2.15,8.68,13369.21,13957.36,14/01/2024 14:00
B2164,OncoDrug_B,Line_3,M4,4,224.91,73,Low,Critical,0.94,Minor_Fluctuation,Night,71.11,2.1,8.8,18341.15,19564.24,14/01/2024 16:00
B2165,OncoDrug_B,Line_3,M1,7,143.21,117,High,Strict,0.4,Minor_Fluctuation,Evening,39.81,3.62,15.48,16153.96,17778.21,14/01/2024 18:00
B2166,OncoDrug_D,Line_2,M2,5,152.45,98,Medium,Standard,0.69,Controlled_Adjustment,Morning,41.39,2.52,10.48,20443.29,21398.02,14/01/2024 20:00
B2167,OncoDrug_C,Line_2,M3,5,191.27,86,High,Critical,0.88,Minor_Fluctuation,Evening,58.96,2.92,18.38,25092.1,27035.81,14/01/2024 22:00
B2168,OncoDrug_D,Line_1,M5,6,188.55,65,Medium,Standard,0.82,Stable,Morning,34.95,2.95,17.1,24927.85,26144.11,15/01/2024 00:00
B2169,OncoDrug_A,Line_1,M5,4,85.29,84,Low,Strict,0.79,Minor_Fluctuation,Night,48.1,2.28,12.83,9638.71,10695.3,15/01/2024 02:00
B2170,OncoDrug_B,Line_3,M5,4,244.59,152,High,Strict,0.83,Controlled_Adjustment,Night,65.6,3.17,14.77,33209.81,35009.43,15/01/2024 04:00
B2171,OncoDrug_B,Line_2,M2,5,85.53,119,Low,Critical,0.93,Stable,Morning,73.63,2.32,17.62,9608.96,11758.96,15/01/2024 06:00
B2172,OncoDrug_B,Line_3,M5,7,99.94,76,Medium,Strict,0.73,Minor_Fluctuation,Night,42.76,2.78,16.67,9877.26,11423.03,15/01/2024 08:00
B2173,OncoDrug_A,Line_3,M2,4,247.34,131,Low,Critical,0.66,Minor_Fluctuation,Night,75.85,3.55,13.65,26635.56,28747.98,15/01/2024 10:00
B2174,OncoDrug_D,Line_2,M5,7,129.58,104,High,Critical,0.82,Minor_Fluctuation,Night,57.63,2.67,15.0,11299.02,13239.23,15/01/2024 12:00
B2175,OncoDrug_D,Line_3,M2,7,104.22,139,Medium,Standard,0.67,Stable,Night,50.38,3.52,19.32,10862.37,13075.73,15/01/2024 14:00
B2176,OncoDrug_A,Line_1,M5,3,135.5,61,High,Critical,0.69,Controlled_Adjustment,Morning,42.46,3.08,11.08,16222.94,17086.29,15/01/2024 16:00
B2177,OncoDrug_A,Line_4,M5,7,197.84,165,High,Strict,0.49,Controlled_Adjustment,Morning,59.24,2.8,13.6,25611.43,27578.19,15/01/2024 18:00
B2178,OncoDrug_B,Line_1,M3,7,181.11,132,Medium,Strict,0.43,Minor_Fluctuation,Morning,57.74,2.12,19.82,22416.48,24416.2,15/01/2024 20:00
B2179,OncoDrug_B,Line_4,M2,5,137.71,186,High,Strict,0.44,Stable,Evening,57.88,3.38,11.78,16295.02,17956.17,15/01/2024 22:00
B2180,OncoDrug_D,Line_2,M4,3,213.25,186,Low,Critical,0.75,Stable,Morning,103.51,3.23,8.52,20748.78,22634.39,16/01/2024 00:00
B2181,OncoDrug_C,Line_4,M2,6,161.48,181,High,Strict,0.58,Controlled_Adjustment,Evening,60.15,3.65,19.73,14976.75,17480.99,16/01/2024 02:00
B2182,OncoDrug_D,Line_1,M5,6,191.98,110,Medium,Critical,0.49,Controlled_Adjustment,Evening,59.66,2.97,19.03,16454.03,18651.51,16/01/2024 04:00
B2183,OncoDrug_A,Line_3,M4,4,195.64,152,High,Standard,0.63,Minor_Fluctuation,Evening,43.76,3.3,14.2,27160.86,28359.89,16/01/2024 06:00
B2184,OncoDrug_B,Line_3,M1,2,227.61,83,High,Strict,0.63,Stable,Morning,43.5,2.32,10.85,26864.61,27538.14,16/01/2024 08:00
B2185,OncoDrug_D,Line_1,M3,4,178.37,176,High,Critical,0.62,Controlled_Adjustment,Evening,67.31,3.65,17.95,21733.3,23924.24,16/01/2024 10:00
B2186,OncoDrug_A,Line_4,M4,5,151.69,174,High,Critical,0.56,Controlled_Adjustment,Night,63.7,2.28,17.52,21012.43,22855.49,16/01/2024 12:00
B2187,OncoDrug_B,Line_3,M1,2,102.37,67,Low,Critical,0.62,Minor_Fluctuation,Evening,48.69,3.55,18.3,12721.89,13958.61,16/01/2024 14:00
B2188,OncoDrug_A,Line_3,M4,7,245.14,178,High,Standard,0.63,Minor_Fluctuation,Night,55.37,2.98,14.67,27252.23,29220.64,16/01/2024 16:00
B2189,OncoDrug_A,Line_2,M5,2,192.65,129,Low,Strict,0.76,Controlled_Adjustment,Morning,68.17,3.47,8.78,18892.63,19964.03,16/01/2024 18:00
B2190,OncoDrug_B,Line_2,M1,6,81.54,104,Low,Strict,0.53,Stable,Evening,48.29,2.22,18.18,9489.4,11009.73,16/01/2024 20:00
B2191,OncoDrug_C,Line_3,M3,3,193.8,164,High,Critical,0.64,Stable,Morning,70.33,2.32,19.7,28371.95,30246.24,16/01/2024 22:00
B2192,OncoDrug_A,Line_1,M3,2,108.4,87,High,Critical,0.42,Minor_Fluctuation,Evening,46.55,2.6,13.4,15077.17,15943.0,17/01/2024 00:00
B2193,OncoDrug_C,Line_4,M3,5,155.88,170,Medium,Critical,0.88,Controlled_Adjustment,Morning,86.55,3.0,13.88,13093.53,15593.39,17/01/2024 02:00
B2194,OncoDrug_D,Line_3,M5,6,239.22,88,Low,Standard,0.75,Minor_Fluctuation,Night,48.98,2.97,11.0,27631.79,29042.42,17/01/2024 04:00
B2195,OncoDrug_B,Line_4,M1,7,197.0,79,Medium,Critical,0.94,Stable,Night,60.33,3.45,12.5,15827.75,18038.84,17/01/2024 06:00
B2196,OncoDrug_B,Line_3,M1,3,134.93,88,Medium,Standard,0.88,Stable,Evening,48.27,2.82,15.45,15821.77,16975.42,17/01/2024 08:00
B2197,OncoDrug_D,Line_4,M3,7,132.35,139,Medium,Strict,0.92,Minor_Fluctuation,Morning,53.69,2.12,14.0,11457.78,13004.94,17/01/2024 10:00
B2198,OncoDrug_C,Line_3,M4,6,155.44,64,Low,Standard,0.93,Controlled_Adjustment,Morning,47.34,3.48,15.43,19869.17,21589.19,17/01/2024 12:00
B2199,OncoDrug_A,Line_2,M2,3,121.51,85,Medium,Strict,0.88,Stable,Evening,46.95,3.25,14.07,15585.07,16703.26,17/01/2024 14:00
B2200,OncoDrug_B,Line_1,M4,2,182.1,90,High,Standard,0.76,Stable,Morning,47.47,3.48,11.98,16598.77,17498.32,17/01/2024 16:00
B2201,OncoDrug_D,Line_3,M4,7,134.08,148,High,Standard,0.88,Stable,Night,46.36,3.2,18.13,13435.78,15314.91,17/01/2024 18:00
B2202,OncoDrug_C,Line_1,M3,4,229.35,184,Medium,Strict,0.82,Controlled_Adjustment,Evening,76.91,3.62,18.22,32441.77,34955.45,17/01/2024 20:00
B2203,OncoDrug_C,Line_4,M5,4,227.71,188,Low,Critical,0.47,Controlled_Adjustment,Morning,92.72,2.88,15.9,18308.84,20852.46,17/01/2024 22:00
B2204,OncoDrug_B,Line_3,M1,2,142.3,119,Medium,Critical,0.7,Minor_Fluctuation,Morning,70.58,2.57,10.02,12112.97,13182.26,18/01/2024 00:00
B2205,OncoDrug_C,Line_4,M1,4,108.64,133,Low,Strict,0.82,Minor_Fluctuation,Night,71.17,2.13,8.37,12815.24,14018.01,18/01/2024 02:00
B2206,OncoDrug_A,Line_3,M4,3,161.46,176,High,Standard,0.85,Minor_Fluctuation,Evening,52.35,3.65,9.03,21561.79,22607.91,18/01/2024 04:00
B2207,OncoDrug_B,Line_2,M3,7,206.97,167,High,Strict,0.93,Controlled_Adjustment,Morning,66.52,2.33,15.1,22799.76,24890.71,18/01/2024 06:00
B2208,OncoDrug_A,Line_3,M2,6,232.67,84,Medium,Strict,0.76,Minor_Fluctuation,Night,48.44,2.2,16.15,21781.9,23203.62,18/01/2024 08:00
B2209,OncoDrug_B,Line_3,M3,7,162.6,176,Low,Critical,0.56,Minor_Fluctuation,Evening,81.65,2.43,19.47,22147.8,25128.02,18/01/2024 10:00
B2210,OncoDrug_D,Line_4,M2,4,178.76,165,High,Critical,0.74,Controlled_Adjustment,Evening,69.01,2.05,9.82,15825.85,17069.18,18/01/2024 12:00
B2211,OncoDrug_D,Line_4,M4,4,100.95,167,Low,Strict,0.5,Minor_Fluctuation,Night,67.27,2.2,10.97,13086.2,14415.9,18/01/2024 14:00
B2212,OncoDrug_A,Line_4,M1,2,176.44,101,High,Standard,0.9,Minor_Fluctuation,Night,44.35,2.88,14.73,18728.67,19637.85,18/01/2024 16:00
B2213,OncoDrug_D,Line_3,M4,6,187.64,182,Low,Standard,0.4,Minor_Fluctuation,Evening,60.54,2.35,10.28,21777.43,23253.59,18/01/2024 18:00
B2214,OncoDrug_D,Line_1,M5,5,118.77,68,Low,Standard,0.76,Minor_Fluctuation,Night,39.02,2.68,18.05,15903.32,17131.15,18/01/2024 20:00
B2215,OncoDrug_A,Line_1,M4,2,120.27,96,Medium,Strict,0.57,Minor_Fluctuation,Evening,44.61,2.38,17.17,16787.27,17765.72,18/01/2024 22:00
B2216,OncoDrug_B,Line_2,M2,3,217.62,128,High,Strict,0.49,Minor_Fluctuation,Morning,53.25,2.33,19.35,17769.7,19172.84,19/01/2024 00:00
B2217,OncoDrug_D,Line_4,M5,4,183.21,70,High,Strict,0.53,Minor_Fluctuation,Night,38.77,3.28,9.6,22280.29,23161.66,19/01/2024 02:00
B2218,OncoDrug_B,Line_4,M3,7,104.1,123,High,Critical,0.48,Controlled_Adjustment,Evening,47.2,2.63,15.97,15551.53,17175.21,19/01/2024 04:00
B2219,OncoDrug_D,Line_1,M5,5,219.18,127,Low,Critical,0.8,Minor_Fluctuation,Night,85.64,2.68,13.12,21740.76,24013.07,19/01/2024 06:00
B2220,OncoDrug_C,Line_2,M1,7,125.03,156,High,Critical,0.73,Stable,Morning,59.92,3.15,15.4,15404.08,17648.09,19/01/2024 08:00
B2221,OncoDrug_D,Line_3,M1,6,168.24,189,High,Strict,0.77,Controlled_Adjustment,Night,61.73,2.72,17.3,20998.35,23072.48,19/01/2024 10:00
B2222,OncoDrug_D,Line_2,M4,7,180.78,126,Low,Standard,0.69,Controlled_Adjustment,Night,50.9,3.15,10.48,27042.54,28698.49,19/01/2024 12:00
B2223,OncoDrug_D,Line_3,M2,3,141.7,94,Low,Strict,0.8,Stable,Night,53.5,2.48,10.25,11932.6,12879.55,19/01/2024 14:00
B2224,OncoDrug_B,Line_1,M2,5,95.09,136,Medium,Standard,0.75,Controlled_Adjustment,Morning,46.93,3.02,19.48,10605.06,12227.27,19/01/2024 16:00
B2225,OncoDrug_C,Line_1,M3,5,139.09,199,Medium,Standard,0.94,Controlled_Adjustment,Evening,69.12,2.03,19.25,14851.29,16884.57,19/01/2024 18:00
B2226,OncoDrug_B,Line_2,M3,5,245.61,177,Low,Critical,0.95,Minor_Fluctuation,Night,102.21,2.48,10.8,21246.33,23619.3,19/01/2024 20:00
B2227,OncoDrug_D,Line_4,M3,7,95.15,91,Low,Strict,0.47,Minor_Fluctuation,Evening,45.08,2.25,15.98,12820.85,14251.39,19/01/2024 22:00
B2228,OncoDrug_A,Line_3,M3,3,90.73,95,Low,Critical,0.57,Minor_Fluctuation,Night,54.47,3.4,15.8,9198.67,10614.89,20/01/2024 00:00
B2229,OncoDrug_B,Line_2,M1,5,127.55,114,Medium,Strict,0.49,Controlled_Adjustment,Night,43.13,2.35,10.7,19062.42,20030.69,20/01/2024 02:00
B2230,OncoDrug_D,Line_3,M4,6,146.48,71,Low,Strict,0.91,Stable,Morning,52.6,2.57,10.95,20720.41,22106.42,20/01/2024 04:00
B2231,OncoDrug_B,Line_4,M4,7,202.64,126,Medium,Strict,0.83,Stable,Night,61.07,2.85,17.08,17359.17,19620.8,20/01/2024 06:00
B2232,OncoDrug_B,Line_1,M1,6,83.89,150,Low,Strict,0.78,Stable,Morning,65.18,2.15,17.27,10088.97,12055.23,20/01/2024 08:00
B2233,OncoDrug_A,Line_2,M1,6,226.54,154,High,Standard,0.67,Controlled_Adjustment,Morning,51.45,3.32,12.28,20895.98,22551.82,20/01/2024 10:00
B2234,OncoDrug_D,Line_4,M4,4,241.98,193,Low,Standard,0.48,Minor_Fluctuation,Night,67.25,3.62,17.27,23297.07,25431.14,20/01/2024 12:00
B2235,OncoDrug_A,Line_1,M3,6,173.42,91,High,Standard,0.47,Controlled_Adjustment,Night,33.58,3.52,19.2,25241.53,26594.81,20/01/2024 14:00
B2236,OncoDrug_C,Line_1,M5,5,154.72,119,Medium,Strict,0.87,Minor_Fluctuation,Evening,53.61,2.5,16.93,20833.15,22411.08,20/01/2024 16:00
B2237,OncoDrug_B,Line_1,M5,3,116.0,185,Low,Critical,0.95,Stable,Morning,100.49,2.5,9.25,11694.36,13377.57,20/01/2024 18:00
B2238,OncoDrug_C,Line_1,M2,4,109.01,132,Medium,Strict,0.83,Stable,Night,56.28,2.25,18.47,12608.4,14154.22,20/01/2024 20:00
B2239,OncoDrug_D,Line_1,M2,2,119.55,183,Low,Strict,0.57,Stable,Evening,72.93,2.85,15.32,13974.52,15507.26,20/01/2024 22:00
B2240,OncoDrug_C,Line_1,M4,3,102.22,175,High,Strict,0.62,Minor_Fluctuation,Night,53.98,2.43,9.85,11623.98,12549.73,21/01/2024 00:00
B2241,OncoDrug_B,Line_1,M4,6,145.8,192,High,Critical,0.41,Stable,Night,71.54,2.02,17.88,16576.98,18721.99,21/01/2024 02:00
B2242,OncoDrug_C,Line_3,M1,7,214.36,197,Low,Strict,0.77,Stable,Night,86.06,2.2,11.87,29667.33,32013.9,21/01/2024 04:00
B2243,OncoDrug_A,Line_3,M5,6,245.9,141,Low,Critical,0.44,Controlled_Adjustment,Evening,72.1,2.52,11.05,26064.9,27950.32,21/01/2024 06:00
B2244,OncoDrug_C,Line_2,M5,2,173.15,111,Low,Critical,0.55,Controlled_Adjustment,Night,68.41,3.35,12.1,18408.28,19694.39,21/01/2024 08:00
B2245,OncoDrug_A,Line_1,M4,5,226.13,101,Medium,Critical,0.83,Controlled_Adjustment,Morning,69.31,2.2,18.73,33211.91,35272.73,21/01/2024 10:00
B2246,OncoDrug_D,Line_3,M4,2,191.98,188,High,Critical,0.84,Stable,Evening,83.24,2.95,12.18,21559.75,23065.01,21/01/2024 12:00
B2247,OncoDrug_A,Line_4,M3,4,164.23,67,Low,Strict,0.89,Minor_Fluctuation,Night,51.88,3.18,9.63,23362.48,24522.86,21/01/2024 14:00
B2248,OncoDrug_B,Line_3,M4,6,105.53,146,Medium,Standard,0.77,Minor_Fluctuation,Morning,50.45,2.38,16.37,8531.74,10078.88,21/01/2024 16:00
B2249,OncoDrug_A,Line_3,M5,6,166.46,117,Medium,Critical,0.65,Stable,Night,63.18,3.65,19.17,24627.95,27222.54,21/01/2024 18:00
B2250,OncoDrug_A,Line_1,M2,4,192.43,87,Low,Standard,0.6,Minor_Fluctuation,Evening,49.41,3.58,16.98,18964.9,20512.25,21/01/2024 20:00
B2251,OncoDrug_B,Line_3,M2,7,94.05,171,Medium,Critical,0.93,Minor_Fluctuation,Morning,72.95,3.57,19.12,12587.51,15803.39,21/01/2024 22:00
B2252,OncoDrug_C,Line_3,M1,2,245.92,108,Low,Critical,0.54,Controlled_Adjustment,Morning,73.16,3.47,14.62,27906.3,29482.9,22/01/2024 00:00
B2253,OncoDrug_B,Line_1,M3,3,134.78,199,Low,Critical,0.66,Stable,Evening,93.31,2.02,14.55,15367.38,17289.56,22/01/2024 02:00
B2254,OncoDrug_B,Line_4,M2,5,106.63,69,Medium,Critical,0.59,Minor_Fluctuation,Night,41.32,3.47,18.75,15569.4,17060.36,22/01/2024 04:00
B2255,OncoDrug_C,Line_2,M1,7,237.81,91,High,Strict,0.67,Minor_Fluctuation,Morning,40.59,2.33,10.35,32608.17,33691.25,22/01/2024 06:00
B2256,OncoDrug_A,Line_3,M1,2,123.93,77,Medium,Standard,0.75,Controlled_Adjustment,Morning,42.71,2.37,12.25,10381.91,11107.27,22/01/2024 08:00
B2257,OncoDrug_C,Line_1,M1,7,208.04,148,High,Critical,0.92,Stable,Morning,77.49,2.47,16.08,18215.32,20799.62,22/01/2024 10:00
B2258,OncoDrug_A,Line_4,M5,6,203.42,86,Medium,Critical,0.93,Controlled_Adjustment,Night,60.72,2.72,16.0,22160.03,24121.29,22/01/2024 12:00
B2259,OncoDrug_D,Line_3,M5,6,180.36,62,Low,Standard,0.56,Stable,Morning,37.59,2.3,8.7,23126.0,23971.78,22/01/2024 14:00
B2260,OncoDrug_C,Line_4,M1,5,188.17,187,Low,Strict,0.64,Stable,Evening,78.55,3.18,10.47,24823.3,26895.71,22/01/2024 16:00
B2261,OncoDrug_B,Line_2,M4,4,248.61,163,Low,Strict,0.51,Minor_Fluctuation,Evening,69.41,3.05,16.5,25299.57,27291.63,22/01/2024 18:00
B2262,OncoDrug_C,Line_3,M5,6,204.62,125,Low,Critical,0.6,Controlled_Adjustment,Morning,73.45,3.42,12.22,27269.86,29672.9,22/01/2024 20:00
B2263,OncoDrug_D,Line_3,M1,7,221.56,73,High,Standard,0.81,Stable,Morning,43.34,2.87,14.6,28245.36,29747.82,22/01/2024 22:00
B2264,OncoDrug_B,Line_3,M4,4,223.13,129,Medium,Critical,0.88,Minor_Fluctuation,Night,82.21,2.38,12.1,20003.51,21781.99,23/01/2024 00:00
B2265,OncoDrug_C,Line_1,M3,7,150.15,162,Medium,Strict,0.4,Minor_Fluctuation,Night,55.54,2.62,11.45,20358.83,22012.07,23/01/2024 02:00
B2266,OncoDrug_A,Line_4,M1,5,148.4,130,Medium,Standard,0.66,Stable,Night,46.93,3.32,19.95,17704.18,19418.69,23/01/2024 04:00
B2267,OncoDrug_B,Line_4,M3,5,88.98,83,Low,Critical,0.77,Controlled_Adjustment,Evening,57.65,3.35,10.97,7260.97,8858.83,23/01/2024 06:00
B2268,OncoDrug_C,Line_1,M1,4,164.7,169,Medium,Standard,0.48,Stable,Night,57.34,2.95,10.27,22268.41,23533.71,23/01/2024 08:00
B2269,OncoDrug_D,Line_2,M4,4,154.83,153,Medium,Critical,0.58,Minor_Fluctuation,Morning,73.34,2.9,16.33,13346.99,15395.62,23/01/2024 10:00
B2270,OncoDrug_A,Line_1,M4,5,90.63,106,High,Strict,0.95,Controlled_Adjustment,Morning,48.94,2.27,11.62,11286.64,12409.82,23/01/2024 12:00
B2271,OncoDrug_D,Line_2,M3,4,196.6,106,High,Strict,0.86,Minor_Fluctuation,Evening,54.24,3.23,10.6,28806.92,30083.37,23/01/2024 14:00
B2272,OncoDrug_A,Line_1,M2,6,111.36,120,High,Strict,0.94,Minor_Fluctuation,Morning,53.32,3.55,12.55,13480.64,15285.52,23/01/2024 16:00
B2273,OncoDrug_B,Line_2,M3,7,168.07,168,Medium,Critical,0.83,Stable,Morning,78.48,2.3,15.42,23478.33,25951.76,23/01/2024 18:00
B2274,OncoDrug_C,Line_1,M3,3,228.36,152,High,Standard,0.65,Stable,Night,44.19,3.05,12.67,29555.19,30519.27,23/01/2024 20:00
B2275,OncoDrug_D,Line_1,M4,3,93.7,98,Low,Strict,0.67,Stable,Evening,49.49,2.0,13.53,7542.29,8508.99,23/01/2024 22:00
B2276,OncoDrug_A,Line_3,M4,2,107.01,119,High,Strict,0.47,Minor_Fluctuation,Evening,47.26,3.47,17.45,8661.55,9813.91,24/01/2024 00:00
B2277,OncoDrug_C,Line_4,M2,5,87.58,145,Medium,Strict,0.54,Stable,Evening,52.58,2.57,11.98,11832.11,13136.97,24/01/2024 02:00
B2278,OncoDrug_D,Line_1,M4,3,126.23,165,High,Standard,0.86,Controlled_Adjustment,Morning,51.71,3.65,19.92,10509.4,12105.52,24/01/2024 04:00
B2279,OncoDrug_D,Line_1,M3,3,234.09,80,Medium,Standard,0.69,Stable,Night,43.38,2.53,16.97,20143.76,21209.46,24/01/2024 06:00
B2280,OncoDrug_C,Line_4,M5,3,204.52,179,Medium,Critical,0.54,Minor_Fluctuation,Evening,83.6,3.48,13.4,23003.03,24996.89,24/01/2024 08:00
B2281,OncoDrug_C,Line_4,M4,2,241.0,199,Low,Standard,0.59,Stable,Morning,71.75,2.67,11.0,21831.18,23003.1,24/01/2024 10:00
B2282,OncoDrug_A,Line_2,M5,5,151.06,130,High,Standard,0.78,Minor_Fluctuation,Evening,47.16,3.0,14.22,16356.36,17734.22,24/01/2024 12:00
B2283,OncoDrug_A,Line_4,M2,4,91.5,145,Low,Critical,0.7,Minor_Fluctuation,Evening,74.47,3.62,16.55,10255.82,12565.63,24/01/2024 14:00
B2284,OncoDrug_A,Line_1,M4,2,152.87,64,Low,Strict,0.92,Stable,Morning,56.77,3.62,10.72,16635.56,17654.58,24/01/2024 16:00
B2285,OncoDrug_A,Line_4,M5,6,207.38,135,High,Critical,0.43,Minor_Fluctuation,Morning,60.59,2.65,13.22,28296.4,30060.58,24/01/2024 18:00
B2286,OncoDrug_D,Line_2,M3,3,246.27,122,Medium,Standard,0.67,Controlled_Adjustment,Evening,55.97,2.42,14.7,32776.08,34004.62,24/01/2024 20:00
B2287,OncoDrug_B,Line_4,M3,5,168.3,179,Medium,Strict,0.47,Stable,Evening,62.87,3.3,18.78,23719.66,25937.93,24/01/2024 22:00
B2288,OncoDrug_D,Line_1,M1,4,240.93,117,Low,Strict,0.81,Stable,Morning,73.98,2.03,9.05,28359.48,29630.7,25/01/2024 00:00
B2289,OncoDrug_B,Line_1,M5,5,215.72,82,Medium,Standard,0.85,Minor_Fluctuation,Night,52.24,2.82,15.43,28969.45,30511.4,25/01/2024 02:00
B2290,OncoDrug_B,Line_2,M3,4,113.25,71,Medium,Critical,0.69,Stable,Evening,51.58,2.58,16.4,14091.1,15470.0,25/01/2024 04:00
B2291,OncoDrug_C,Line_2,M2,2,147.31,163,Medium,Standard,0.69,Controlled_Adjustment,Morning,56.76,2.98,16.12,17537.47,18790.92,25/01/2024 06:00
B2292,OncoDrug_A,Line_4,M1,3,133.85,190,Low,Critical,0.6,Minor_Fluctuation,Morning,96.77,2.12,18.53,17572.36,19980.32,25/01/2024 08:00
B2293,OncoDrug_B,Line_2,M3,4,133.24,169,Medium,Strict,0.45,Minor_Fluctuation,Morning,60.3,2.52,19.13,18153.91,19914.67,25/01/2024 10:00
B2294,OncoDrug_D,Line_1,M5,7,134.34,188,Low,Critical,0.63,Minor_Fluctuation,Evening,83.46,3.57,17.83,12273.12,15845.21,25/01/2024 12:00
B2295,OncoDrug_D,Line_4,M2,4,196.77,190,Medium,Strict,0.69,Controlled_Adjustment,Morning,75.04,2.4,19.42,16835.03,19012.44,25/01/2024 14:00
B2296,OncoDrug_B,Line_4,M5,6,245.49,68,Low,Critical,0.85,Stable,Morning,71.57,2.72,14.6,27735.64,29947.15,25/01/2024 16:00
B2297,OncoDrug_C,Line_1,M3,5,158.08,190,Low,Strict,0.88,Stable,Morning,83.91,2.48,12.93,13895.75,16022.87,25/01/2024 18:00
B2298,OncoDrug_D,Line_4,M2,3,97.11,93,Medium,Standard,0.59,Controlled_Adjustment,Evening,43.43,2.93,12.97,11989.49,12934.81,25/01/2024 20:00
B2299,OncoDrug_D,Line_1,M5,7,205.47,167,High,Strict,0.66,Stable,Night,59.38,2.23,13.13,18253.81,19961.97,25/01/2024 22:00
B2300,OncoDrug_B,Line_2,M4,3,135.27,106,Medium,Strict,0.5,Stable,Evening,46.29,3.18,18.98,16908.69,18229.5,26/01/2024 00:00
B2301,OncoDrug_B,Line_1,M4,5,227.29,106,Low,Strict,0.57,Minor_Fluctuation,Evening,59.72,3.03,17.2,18710.9,20643.84,26/01/2024 02:00
B2302,OncoDrug_C,Line_1,M3,6,149.41,98,Medium,Standard,0.84,Minor_Fluctuation,Evening,48.12,3.5,15.1,13721.36,15458.49,26/01/2024 04:00
B2303,OncoDrug_A,Line_4,M4,3,156.0,97,High,Critical,0.52,Stable,Night,50.77,3.18,17.43,16987.29,18357.23,26/01/2024 06:00
B2304,OncoDrug_A,Line_4,M4,7,161.44,172,Medium,Standard,0.42,Stable,Evening,53.3,3.43,19.35,22615.42,24927.75,26/01/2024 08:00
B2305,OncoDrug_B,Line_3,M5,4,245.37,190,Medium,Critical,0.81,Controlled_Adjustment,Morning,93.68,3.2,13.05,19939.04,22360.67,26/01/2024 10:00
B2306,OncoDrug_D,Line_3,M4,7,203.53,183,Medium,Critical,0.86,Controlled_Adjustment,Evening,90.28,2.22,10.32,26308.41,28640.64,26/01/2024 12:00
B2307,OncoDrug_B,Line_1,M4,6,91.62,89,High,Critical,0.43,Minor_Fluctuation,Morning,38.51,2.53,14.58,9149.7,10296.66,26/01/2024 14:00
B2308,OncoDrug_D,Line_2,M5,7,181.72,137,Low,Strict,0.81,Stable,Evening,69.74,3.42,18.85,16895.15,19877.69,26/01/2024 16:00
B2309,OncoDrug_C,Line_4,M5,6,222.49,71,Medium,Strict,0.72,Controlled_Adjustment,Evening,50.3,3.05,16.55,31125.49,32878.45,26/01/2024 18:00
B2310,OncoDrug_A,Line_3,M3,6,90.82,79,Low,Standard,0.52,Controlled_Adjustment,Morning,40.81,3.2,15.73,7473.06,8898.68,26/01/2024 20:00
B2311,OncoDrug_B,Line_3,M3,4,220.98,124,High,Standard,0.41,Minor_Fluctuation,Night,41.64,3.43,15.5,18949.92,20167.2,26/01/2024 22:00
B2312,OncoDrug_D,Line_1,M3,7,153.88,106,Low,Standard,0.48,Minor_Fluctuation,Evening,40.95,2.35,12.18,22523.24,23695.77,27/01/2024 00:00
B2313,OncoDrug_C,Line_4,M3,7,180.59,191,Low,Standard,0.77,Stable,Night,69.06,3.52,17.32,17407.45,20303.37,27/01/2024 02:00
B2314,OncoDrug_D,Line_4,M1,5,162.9,145,Medium,Strict,0.54,Stable,Morning,56.81,2.0,18.05,20263.11,21856.63,27/01/2024 04:00
B2315,OncoDrug_B,Line_4,M2,7,231.55,120,Medium,Standard,0.66,Minor_Fluctuation,Evening,44.96,3.48,13.03,20793.72,22475.98,27/01/2024 06:00
B2316,OncoDrug_A,Line_1,M2,5,159.84,152,High,Critical,0.66,Minor_Fluctuation,Night,63.43,2.78,19.8,18566.92,20705.57,27/01/2024 08:00
B2317,OncoDrug_B,Line_4,M3,7,225.2,172,Low,Critical,0.52,Minor_Fluctuation,Evening,92.21,2.7,15.05,19719.19,22849.72,27/01/2024 10:00
B2318,OncoDrug_C,Line_4,M2,3,158.68,121,Medium,Strict,0.62,Controlled_Adjustment,Night,53.31,2.27,17.83,18331.09,19644.29,27/01/2024 12:00
B2319,OncoDrug_C,Line_1,M3,2,85.04,70,High,Critical,0.42,Minor_Fluctuation,Morning,41.02,2.17,13.87,12336.41,13082.98,27/01/2024 14:00
B2320,OncoDrug_B,Line_4,M5,6,147.08,167,Low,Standard,0.8,Stable,Night,65.29,2.18,15.73,14951.37,16833.9,27/01/2024 16:00
